id,column_id,serial_number,model,atype,status,installation_date,last_inspection_date,inspection_certificate,information,notes,created_at,updated_at
217,181,2232,Standard,Residential,Active,30/1/2019,12/12/2018,Certified,Best 0-100 mph,This is a note,11/8/2018,10/31/2018
218,405,7061,Premium,Corporate,Active,20/5/2018,22/4/2018,Certified,Shinny elevator,Not an interesting note,9/19/2018,8/12/2018
219,314,6986,Excelium,Commercial,Active,28/2/2019,9/7/2018,Certified,Shinny elevator,Useless note,2/21/2019,5/3/2018
220,224,2100,Standard,Hybrid,Active,17/1/2019,26/10/2018,Certified,This in an interesting information,This is a note,11/3/2018,3/29/2018
221,186,4310,Excelium,Residential,Active,30/10/2018,15/1/2019,Certified,Best 0-100 mph,This is a note,5/12/2018,2/3/2019
222,243,8047,Excelium,Corporate,Active,23/1/2019,22/5/2018,Certified,Best 0-100 mph,Long note,6/8/2018,9/11/2018
223,244,5043,Standard,Commercial,Active,7/3/2019,16/8/2018,Certified,Best 0-100 mph,Useless note,8/26/2018,1/28/2019
224,131,2840,Excelium,Hybrid,Active,19/1/2019,15/4/2018,Not Certified,Best 0-100 mph,Not an interesting note,7/7/2018,10/10/2018
225,243,7784,Excelium,Residential,Active,19/1/2019,16/6/2018,Certified,Look at me,Useless note,7/1/2018,6/5/2018
226,468,3389,Standard,Corporate,Active,10/6/2018,16/1/2019,Certified,Look at me,Useless note,10/15/2018,7/1/2018
227,294,1136,Excelium,Commercial,Active,4/12/2018,13/11/2018,Certified,Look at me,Long note,1/29/2019,12/1/2018
228,118,4839,Standard,Hybrid,Active,10/4/2018,17/8/2018,Certified,Best 0-100 mph,This is a note,10/14/2018,10/7/2018
229,120,4346,Premium,Residential,Active,30/6/2018,12/3/2019,Certified,Look at me,Long note,6/7/2018,12/11/2018
230,167,7118,Standard,Corporate,Active,24/9/2018,10/5/2018,Certified,Best 0-100 mph,Useless note,11/23/2018,12/17/2018
231,160,8746,Excelium,Commercial,Active,13/11/2018,20/1/2019,Certified,Nice music,Not an interesting note,11/24/2018,12/26/2018
232,64,5320,Standard,Hybrid,Active,9/11/2018,5/10/2018,Certified,Nice music,Not an interesting note,10/7/2018,3/1/2019
233,202,5455,Standard,Residential,Active,17/2/2019,17/10/2018,Certified,Shinny elevator,Long note,5/6/2018,8/23/2018
234,246,5382,Standard,Corporate,Active,17/11/2018,29/8/2018,Certified,Shinny elevator,This is a note,7/26/2018,4/16/2018
235,228,1475,Premium,Commercial,Active,10/8/2018,10/3/2019,Certified,Nice music,Not an interesting note,6/4/2018,2/15/2019
236,72,1703,Excelium,Hybrid,Active,2/5/2018,4/10/2018,Certified,Nice music,Useless note,9/17/2018,6/20/2018
237,170,1531,Standard,Residential,Active,1/1/2019,30/9/2018,Certified,Look at me,Useless note,4/8/2018,12/28/2018
238,136,1568,Premium,Corporate,Active,24/11/2018,23/11/2018,Certified,Nice music,This is a note,1/22/2019,10/29/2018
239,146,9295,Excelium,Commercial,Active,13/10/2018,30/9/2018,Certified,This in an interesting information,Not an interesting note,12/10/2018,9/11/2018
240,267,9646,Standard,Hybrid,Active,27/9/2018,4/8/2018,Certified,Best 0-100 mph,This is a note,11/1/2018,10/1/2018
241,462,4856,Premium,Residential,Active,8/12/2018,28/6/2018,Certified,Shinny elevator,Useless note,10/24/2018,11/29/2018
242,495,7827,Premium,Corporate,Active,23/3/2018,21/9/2018,Certified,Look at me,Useless note,8/18/2018,1/3/2019
243,96,5080,Premium,Commercial,Active,3/5/2018,22/11/2018,Certified,This in an interesting information,Not an interesting note,6/17/2018,9/7/2018
244,171,9148,Standard,Hybrid,Active,23/7/2018,21/11/2018,Certified,Nice music,Not an interesting note,12/29/2018,3/15/2018
245,15,2197,Standard,Residential,Active,9/5/2018,18/6/2018,Certified,Look at me,This is a note,8/12/2018,11/25/2018
246,291,7197,Standard,Corporate,Active,15/6/2018,26/3/2018,Certified,This in an interesting information,Useless note,11/13/2018,8/8/2018
247,359,1831,Excelium,Commercial,Active,21/5/2018,10/5/2018,Certified,Best 0-100 mph,Long note,10/10/2018,2/26/2019
248,313,2324,Excelium,Hybrid,Active,12/6/2018,14/12/2018,Certified,Shinny elevator,This is a note,3/19/2018,9/26/2018
249,132,6851,Premium,Residential,Active,18/3/2018,13/7/2018,Certified,Look at me,Not an interesting note,2/19/2019,8/29/2018
250,314,6783,Standard,Corporate,Active,4/12/2018,4/2/2019,Certified,Nice music,Not an interesting note,9/8/2018,10/7/2018
251,71,7995,Standard,Commercial,Active,6/10/2018,18/12/2018,Certified,This in an interesting information,Useless note,6/14/2018,5/5/2018
252,51,8154,Standard,Hybrid,Active,30/12/2018,6/12/2018,Certified,Look at me,Long note,5/31/2018,7/13/2018
253,312,5945,Standard,Residential,Active,31/1/2019,11/9/2018,Certified,This in an interesting information,This is a note,6/7/2018,11/15/2018
254,341,7365,Standard,Corporate,Active,4/8/2018,22/5/2018,Certified,Nice music,This is a note,5/10/2018,5/4/2018
255,126,5933,Standard,Commercial,Active,16/1/2019,11/11/2018,Certified,Shinny elevator,This is a note,2/24/2019,1/21/2019
256,375,7745,Premium,Hybrid,Active,30/8/2018,18/1/2019,Certified,Shinny elevator,Not an interesting note,6/15/2018,7/25/2018
257,500,8345,Standard,Residential,Active,3/4/2018,5/10/2018,Certified,Nice music,Not an interesting note,4/5/2018,6/11/2018
258,272,6963,Premium,Corporate,Active,2/4/2018,24/3/2018,Certified,Shinny elevator,This is a note,9/7/2018,8/23/2018
259,379,1131,Standard,Commercial,Active,29/12/2018,14/12/2018,Certified,Look at me,Long note,12/23/2018,9/7/2018
260,27,4897,Premium,Hybrid,Active,21/9/2018,10/4/2018,Certified,Best 0-100 mph,Not an interesting note,12/4/2018,1/16/2019
261,68,4608,Premium,Residential,Active,8/2/2019,29/10/2018,Certified,Shinny elevator,This is a note,4/17/2018,2/25/2019
262,306,2668,Premium,Corporate,Active,9/8/2018,8/2/2019,Certified,Best 0-100 mph,Long note,3/23/2018,11/22/2018
263,394,3564,Premium,Commercial,Active,21/9/2018,18/12/2018,Certified,Best 0-100 mph,Long note,7/5/2018,9/17/2018
264,260,8576,Excelium,Hybrid,Active,12/1/2019,25/11/2018,Certified,Look at me,Long note,7/8/2018,7/17/2018
265,73,1537,Excelium,Residential,Active,8/9/2018,21/10/2018,Certified,Look at me,Useless note,5/6/2018,1/21/2019
266,82,3835,Premium,Corporate,Active,17/5/2018,4/10/2018,Certified,This in an interesting information,Useless note,1/1/2019,8/2/2018
267,350,7482,Premium,Commercial,Active,23/5/2018,24/3/2018,Certified,Nice music,Not an interesting note,10/13/2018,2/10/2019
268,180,1995,Standard,Hybrid,Active,25/8/2018,10/1/2019,Certified,Shinny elevator,Not an interesting note,9/23/2018,1/26/2019
269,7,6780,Standard,Residential,Active,4/2/2019,6/10/2018,Certified,Nice music,Not an interesting note,4/17/2018,8/5/2018
270,468,8628,Premium,Corporate,Active,21/7/2018,21/3/2018,Certified,This in an interesting information,This is a note,3/27/2018,8/23/2018
271,442,8465,Excelium,Commercial,Active,16/3/2018,25/6/2018,Certified,Look at me,Long note,10/15/2018,1/29/2019
272,149,1221,Excelium,Hybrid,Active,5/5/2018,2/12/2018,Not Certified,Look at me,This is a note,9/2/2018,12/25/2018
273,192,2912,Standard,Residential,Active,30/3/2018,1/5/2018,Certified,This in an interesting information,Useless note,5/6/2018,7/23/2018
274,93,5711,Standard,Corporate,Active,15/10/2018,25/5/2018,Certified,Nice music,Useless note,3/31/2018,3/17/2018
275,43,8014,Standard,Commercial,Active,18/10/2018,18/5/2018,Certified,Best 0-100 mph,This is a note,3/14/2018,8/30/2018
276,344,8407,Standard,Hybrid,Active,5/8/2018,5/9/2018,Certified,Best 0-100 mph,Long note,12/16/2018,1/5/2019
277,143,2044,Standard,Residential,Active,1/7/2018,10/12/2018,Certified,Best 0-100 mph,This is a note,4/25/2018,9/26/2018
278,246,9898,Excelium,Corporate,Active,31/3/2018,9/10/2018,Certified,Nice music,Not an interesting note,2/21/2019,3/24/2018
279,122,1015,Standard,Commercial,Active,11/8/2018,19/10/2018,Certified,Look at me,This is a note,11/14/2018,7/24/2018
280,81,1234,Standard,Hybrid,Active,2/7/2018,2/6/2018,Certified,Look at me,Long note,4/27/2018,2/24/2019
281,424,4850,Excelium,Residential,Active,26/6/2018,19/6/2018,Certified,Shinny elevator,This is a note,4/26/2018,3/23/2018
282,145,5275,Excelium,Corporate,Active,12/5/2018,18/12/2018,Certified,Look at me,Useless note,8/19/2018,4/26/2018
283,383,8445,Excelium,Commercial,Active,1/9/2018,21/8/2018,Certified,Look at me,Useless note,3/29/2018,7/4/2018
284,267,3228,Excelium,Hybrid,Active,16/8/2018,7/12/2018,Certified,Nice music,This is a note,12/19/2018,11/24/2018
285,438,7275,Standard,Residential,Active,23/7/2018,29/10/2018,Certified,Best 0-100 mph,Useless note,3/22/2018,8/8/2018
286,209,3066,Premium,Corporate,Active,4/9/2018,2/8/2018,Certified,Shinny elevator,This is a note,7/28/2018,9/2/2018
287,258,5134,Standard,Commercial,Active,8/9/2018,22/2/2019,Certified,Nice music,Long note,2/19/2019,1/11/2019
288,145,1283,Excelium,Hybrid,Active,7/4/2018,26/5/2018,Certified,This in an interesting information,Useless note,12/26/2018,3/6/2019
289,263,7199,Premium,Residential,Active,13/11/2018,11/8/2018,Certified,Best 0-100 mph,Useless note,1/4/2019,1/14/2019
290,142,3320,Excelium,Corporate,Active,11/4/2018,7/6/2018,Certified,Nice music,Not an interesting note,5/1/2018,1/13/2019
291,141,1130,Premium,Commercial,Active,31/7/2018,26/10/2018,Certified,Best 0-100 mph,Not an interesting note,4/28/2018,3/19/2018
292,123,5047,Standard,Hybrid,Active,2/12/2018,18/6/2018,Certified,Shinny elevator,This is a note,12/25/2018,8/10/2018
293,467,2858,Standard,Residential,Active,18/4/2018,21/12/2018,Certified,This in an interesting information,This is a note,7/16/2018,12/27/2018
294,382,1260,Premium,Corporate,Active,11/5/2018,7/10/2018,Certified,This in an interesting information,Long note,10/20/2018,11/20/2018
295,466,6319,Excelium,Commercial,Active,17/9/2018,13/11/2018,Certified,This in an interesting information,Not an interesting note,9/12/2018,4/19/2018
296,93,4143,Standard,Hybrid,Active,25/12/2018,14/4/2018,Certified,This in an interesting information,This is a note,10/6/2018,9/5/2018
297,166,7730,Standard,Residential,Active,23/5/2018,11/6/2018,Certified,Nice music,Long note,1/20/2019,12/30/2018
298,442,7115,Premium,Corporate,Active,22/4/2018,2/10/2018,Certified,Shinny elevator,Not an interesting note,11/23/2018,1/23/2019
299,81,1019,Excelium,Commercial,Active,22/11/2018,3/10/2018,Certified,Best 0-100 mph,Useless note,10/10/2018,3/25/2018
300,202,5751,Premium,Hybrid,Active,22/9/2018,23/6/2018,Certified,This in an interesting information,Long note,1/13/2019,9/24/2018
301,393,6923,Standard,Residential,Active,23/9/2018,4/1/2019,Certified,This in an interesting information,Long note,7/11/2018,12/23/2018
302,100,2311,Excelium,Corporate,Active,22/11/2018,26/6/2018,Certified,This in an interesting information,Useless note,1/3/2019,7/31/2018
303,211,4085,Excelium,Commercial,Active,19/6/2018,10/10/2018,Certified,Shinny elevator,This is a note,1/27/2019,7/29/2018
304,226,8438,Standard,Hybrid,Active,30/1/2019,1/10/2018,Certified,Nice music,Useless note,2/15/2019,5/3/2018
305,242,7279,Excelium,Residential,Active,17/10/2018,29/11/2018,Certified,This in an interesting information,This is a note,5/27/2018,11/25/2018
306,110,8478,Standard,Corporate,Active,26/11/2018,19/11/2018,Certified,Shinny elevator,Long note,7/18/2018,8/12/2018
307,232,5183,Standard,Commercial,Active,31/7/2018,6/6/2018,Certified,This in an interesting information,Long note,5/23/2018,5/27/2018
308,48,5567,Excelium,Hybrid,Active,4/5/2018,24/7/2018,Certified,Look at me,This is a note,2/11/2019,4/15/2018
309,232,3555,Standard,Residential,Active,2/6/2018,18/11/2018,Certified,Shinny elevator,This is a note,4/20/2018,5/13/2018
310,324,3282,Premium,Corporate,Active,29/5/2018,4/6/2018,Certified,This in an interesting information,Useless note,8/30/2018,1/28/2019
311,431,4984,Standard,Commercial,Active,28/3/2018,24/1/2019,Certified,Nice music,Long note,6/27/2018,10/8/2018
312,56,6740,Premium,Hybrid,Active,31/10/2018,18/2/2019,Certified,Nice music,Long note,8/11/2018,2/13/2019
313,41,9437,Premium,Residential,Active,7/12/2018,23/1/2019,Certified,This in an interesting information,Long note,12/27/2018,6/30/2018
314,288,3803,Excelium,Corporate,Active,29/11/2018,28/2/2019,Certified,Nice music,This is a note,12/6/2018,3/17/2018
315,489,9862,Excelium,Commercial,Active,10/7/2018,14/3/2018,Certified,Shinny elevator,This is a note,7/11/2018,12/24/2018
316,203,2731,Premium,Hybrid,Active,11/1/2019,5/6/2018,Certified,Shinny elevator,Long note,5/20/2018,12/7/2018
317,186,9622,Premium,Residential,Active,14/1/2019,13/2/2019,Certified,Shinny elevator,Long note,12/8/2018,9/27/2018
318,228,3315,Excelium,Corporate,Active,28/6/2018,11/1/2019,Certified,Look at me,Useless note,1/27/2019,9/10/2018
319,249,9162,Standard,Commercial,Active,26/6/2018,5/11/2018,Certified,Best 0-100 mph,Not an interesting note,7/18/2018,4/16/2018
320,176,5366,Excelium,Hybrid,Active,6/11/2018,27/3/2018,Certified,Shinny elevator,This is a note,1/17/2019,7/10/2018
321,314,9301,Standard,Residential,Active,29/11/2018,10/11/2018,Certified,Shinny elevator,Useless note,4/22/2018,11/23/2018
322,308,7686,Premium,Corporate,Active,24/8/2018,26/3/2018,Certified,Best 0-100 mph,Long note,6/19/2018,4/8/2018
323,348,5785,Premium,Commercial,Active,27/8/2018,3/7/2018,Certified,Shinny elevator,Useless note,5/10/2018,8/26/2018
324,72,3365,Standard,Hybrid,Active,7/4/2018,27/7/2018,Certified,Look at me,Useless note,7/7/2018,3/2/2019
325,52,3223,Excelium,Residential,Active,22/6/2018,11/1/2019,Not Certified,This in an interesting information,Useless note,3/13/2018,10/26/2018
326,46,8078,Premium,Corporate,Active,20/10/2018,19/2/2019,Certified,Look at me,Not an interesting note,2/5/2019,8/26/2018
327,207,5218,Standard,Commercial,Active,19/11/2018,4/8/2018,Certified,Nice music,Not an interesting note,6/17/2018,3/24/2018
328,292,6884,Excelium,Hybrid,Active,18/1/2019,13/7/2018,Certified,Nice music,This is a note,2/10/2019,11/11/2018
329,53,8961,Standard,Residential,Active,15/10/2018,6/7/2018,Certified,Nice music,Useless note,8/17/2018,12/18/2018
330,392,5352,Excelium,Corporate,Active,3/6/2018,31/8/2018,Not Certified,Best 0-100 mph,Not an interesting note,3/14/2018,10/10/2018
331,424,7287,Excelium,Commercial,Active,30/12/2018,16/7/2018,Certified,This in an interesting information,Not an interesting note,2/17/2019,9/13/2018
332,347,4127,Premium,Hybrid,Active,15/6/2018,26/5/2018,Certified,Best 0-100 mph,Useless note,5/31/2018,12/18/2018
333,461,2496,Excelium,Residential,Active,27/5/2018,17/2/2019,Certified,Look at me,Useless note,9/25/2018,11/18/2018
334,401,9228,Excelium,Corporate,Active,5/5/2018,4/10/2018,Certified,Best 0-100 mph,This is a note,5/26/2018,2/28/2019
335,374,7241,Premium,Commercial,Active,11/4/2018,30/5/2018,Certified,Nice music,Useless note,9/11/2018,6/4/2018
336,89,9593,Premium,Hybrid,Active,29/8/2018,17/10/2018,Certified,Look at me,Long note,7/25/2018,10/5/2018
337,239,5371,Premium,Residential,Active,17/7/2018,1/10/2018,Certified,Look at me,This is a note,10/16/2018,6/19/2018
338,9,8273,Excelium,Corporate,Active,18/1/2019,12/7/2018,Certified,This in an interesting information,Useless note,2/7/2019,4/15/2018
339,166,4067,Premium,Commercial,Active,7/12/2018,25/6/2018,Certified,Shinny elevator,Useless note,2/24/2019,2/24/2019
340,128,1597,Standard,Hybrid,Active,20/7/2018,20/11/2018,Certified,Nice music,Useless note,10/16/2018,12/25/2018
341,195,7550,Premium,Residential,Active,15/6/2018,19/6/2018,Certified,Look at me,Useless note,1/13/2019,2/21/2019
342,380,2119,Excelium,Corporate,Active,15/4/2018,22/4/2018,Certified,Best 0-100 mph,Useless note,10/13/2018,11/11/2018
343,59,6950,Excelium,Commercial,Active,29/8/2018,28/3/2018,Certified,Best 0-100 mph,This is a note,10/22/2018,9/7/2018
344,135,6994,Standard,Hybrid,Active,17/3/2018,30/12/2018,Certified,This in an interesting information,Long note,3/20/2018,12/1/2018
345,378,1601,Standard,Residential,Active,19/9/2018,12/7/2018,Certified,Best 0-100 mph,Useless note,8/3/2018,2/22/2019
346,151,8603,Premium,Corporate,Active,24/5/2018,2/1/2019,Certified,Shinny elevator,Not an interesting note,12/16/2018,9/30/2018
347,47,1459,Standard,Commercial,Active,13/3/2018,8/2/2019,Certified,Look at me,This is a note,5/18/2018,10/12/2018
348,440,1782,Premium,Hybrid,Active,5/9/2018,31/12/2018,Certified,This in an interesting information,Not an interesting note,11/20/2018,3/22/2018
349,97,5405,Standard,Residential,Active,4/10/2018,14/5/2018,Certified,This in an interesting information,Useless note,4/16/2018,6/29/2018
350,37,3846,Premium,Corporate,Active,13/3/2018,10/6/2018,Certified,Nice music,Useless note,4/25/2018,4/6/2018
351,250,6625,Standard,Commercial,Active,6/2/2019,17/8/2018,Not Certified,This in an interesting information,This is a note,8/18/2018,4/28/2018
352,418,3287,Premium,Hybrid,Active,15/2/2019,28/12/2018,Certified,Best 0-100 mph,Not an interesting note,11/23/2018,12/3/2018
353,280,8028,Excelium,Residential,Active,13/9/2018,11/5/2018,Certified,Look at me,This is a note,5/20/2018,2/24/2019
354,143,8973,Premium,Corporate,Active,15/3/2018,5/11/2018,Certified,Nice music,Useless note,2/10/2019,6/13/2018
355,497,1152,Standard,Commercial,Active,18/10/2018,19/6/2018,Certified,Look at me,Useless note,9/19/2018,7/18/2018
356,466,6224,Standard,Hybrid,Active,30/7/2018,16/11/2018,Certified,Best 0-100 mph,Useless note,2/13/2019,11/11/2018
357,229,6904,Standard,Residential,Active,8/8/2018,14/10/2018,Certified,This in an interesting information,Long note,5/2/2018,5/12/2018
358,213,6815,Excelium,Corporate,Active,29/11/2018,9/1/2019,Certified,Shinny elevator,Useless note,3/12/2019,3/30/2018
359,491,8539,Standard,Commercial,Active,18/1/2019,9/12/2018,Not Certified,Shinny elevator,Useless note,11/11/2018,10/28/2018
360,404,7875,Standard,Hybrid,Active,1/8/2018,7/3/2019,Certified,Look at me,This is a note,12/5/2018,2/12/2019
361,482,6265,Premium,Residential,Active,20/4/2018,18/11/2018,Certified,Nice music,This is a note,12/30/2018,4/12/2018
362,473,1573,Standard,Corporate,Active,28/10/2018,9/9/2018,Certified,Best 0-100 mph,This is a note,3/9/2019,9/10/2018
363,397,2331,Premium,Commercial,Active,5/4/2018,12/7/2018,Certified,This in an interesting information,Long note,5/27/2018,4/16/2018
364,398,3791,Excelium,Hybrid,Active,18/3/2018,17/3/2018,Certified,Shinny elevator,Not an interesting note,9/29/2018,8/28/2018
365,434,2848,Excelium,Residential,Active,28/6/2018,23/9/2018,Certified,Shinny elevator,Not an interesting note,7/20/2018,9/12/2018
366,114,1699,Excelium,Corporate,Active,31/5/2018,30/1/2019,Certified,Best 0-100 mph,This is a note,1/22/2019,10/29/2018
367,255,3358,Excelium,Commercial,Active,24/1/2019,5/10/2018,Certified,Nice music,Long note,5/30/2018,7/14/2018
368,489,9986,Premium,Hybrid,Active,28/3/2018,11/11/2018,Certified,Best 0-100 mph,Not an interesting note,8/28/2018,6/9/2018
369,453,2448,Standard,Residential,Active,7/11/2018,7/10/2018,Not Certified,This in an interesting information,This is a note,8/16/2018,12/19/2018
370,14,1827,Excelium,Corporate,Active,3/9/2018,6/8/2018,Certified,Look at me,This is a note,3/18/2018,5/7/2018
371,494,1053,Excelium,Commercial,Active,14/9/2018,15/5/2018,Certified,Nice music,This is a note,3/8/2019,4/13/2018
372,448,4992,Excelium,Hybrid,Active,16/1/2019,26/11/2018,Certified,Best 0-100 mph,This is a note,2/5/2019,12/4/2018
373,11,2131,Premium,Residential,Active,14/11/2018,22/1/2019,Certified,Look at me,Not an interesting note,6/25/2018,12/4/2018
374,322,8604,Excelium,Corporate,Active,7/1/2019,18/3/2018,Certified,Nice music,Long note,12/4/2018,2/17/2019
375,107,9047,Excelium,Commercial,Active,6/4/2018,7/7/2018,Certified,Look at me,This is a note,7/21/2018,11/27/2018
376,282,3762,Premium,Hybrid,Active,22/9/2018,7/3/2019,Not Certified,Nice music,Useless note,12/3/2018,8/2/2018
377,204,7098,Standard,Residential,Active,2/12/2018,29/10/2018,Certified,Look at me,Long note,12/23/2018,5/10/2018
378,210,1406,Excelium,Corporate,Active,27/3/2018,19/1/2019,Certified,Nice music,This is a note,11/5/2018,4/25/2018
379,207,8020,Premium,Commercial,Active,12/5/2018,4/5/2018,Certified,Best 0-100 mph,This is a note,11/18/2018,12/6/2018
380,126,6299,Premium,Hybrid,Active,2/2/2019,3/7/2018,Certified,Nice music,Long note,2/1/2019,6/10/2018
381,155,5712,Premium,Residential,Active,7/2/2019,14/4/2018,Certified,Look at me,Useless note,11/17/2018,2/17/2019
382,203,5031,Premium,Corporate,Active,23/4/2018,16/9/2018,Not Certified,Shinny elevator,This is a note,11/12/2018,8/18/2018
383,287,6923,Premium,Commercial,Active,11/9/2018,14/3/2018,Certified,Shinny elevator,This is a note,6/13/2018,3/19/2018
384,42,3969,Standard,Hybrid,Active,21/12/2018,26/9/2018,Certified,Look at me,Long note,5/5/2018,8/10/2018
385,170,5142,Standard,Residential,Active,22/7/2018,30/7/2018,Not Certified,Nice music,Long note,8/18/2018,2/21/2019
386,162,2891,Premium,Corporate,Active,19/10/2018,26/4/2018,Certified,Best 0-100 mph,Not an interesting note,9/1/2018,6/26/2018
387,244,2057,Standard,Commercial,Active,26/5/2018,17/5/2018,Certified,This in an interesting information,Long note,12/29/2018,8/1/2018
388,148,4513,Excelium,Hybrid,Active,19/6/2018,28/5/2018,Certified,Best 0-100 mph,This is a note,10/3/2018,9/13/2018
389,258,4602,Standard,Residential,Active,10/6/2018,9/2/2019,Not Certified,This in an interesting information,Long note,7/18/2018,10/3/2018
390,134,2585,Standard,Corporate,Active,11/7/2018,26/7/2018,Certified,Nice music,This is a note,11/22/2018,7/27/2018
391,238,3565,Excelium,Commercial,Active,27/10/2018,13/2/2019,Certified,Best 0-100 mph,This is a note,2/18/2019,11/14/2018
392,486,1065,Standard,Hybrid,Active,3/3/2019,10/5/2018,Not Certified,This in an interesting information,This is a note,8/15/2018,10/6/2018
393,37,1162,Premium,Residential,Active,30/7/2018,9/8/2018,Certified,Nice music,Not an interesting note,9/29/2018,7/13/2018
394,163,4890,Excelium,Corporate,Active,13/1/2019,14/8/2018,Certified,Shinny elevator,This is a note,11/11/2018,1/4/2019
395,220,6735,Excelium,Commercial,Active,20/7/2018,7/3/2019,Certified,Nice music,Useless note,8/27/2018,6/27/2018
396,392,6319,Standard,Hybrid,Active,15/7/2018,16/3/2018,Certified,This in an interesting information,Useless note,5/16/2018,9/8/2018
397,400,2428,Excelium,Residential,Active,1/5/2018,5/12/2018,Certified,This in an interesting information,This is a note,12/15/2018,7/19/2018
398,110,9574,Standard,Corporate,Active,17/2/2019,19/5/2018,Certified,Shinny elevator,Useless note,2/28/2019,9/5/2018
399,41,2713,Premium,Commercial,Active,12/1/2019,4/8/2018,Certified,Look at me,Not an interesting note,11/20/2018,2/27/2019
400,424,2356,Excelium,Hybrid,Active,17/4/2018,14/7/2018,Certified,This in an interesting information,Not an interesting note,2/13/2019,12/20/2018
401,126,2828,Premium,Residential,Inactive,14/11/2018,3/5/2018,Certified,Look at me,This is a note,12/31/2018,11/15/2018
402,41,9131,Standard,Corporate,Active,7/6/2018,22/4/2018,Certified,Look at me,Useless note,12/9/2018,4/20/2018
403,458,3940,Excelium,Commercial,Active,6/6/2018,12/1/2019,Certified,Look at me,This is a note,6/28/2018,7/21/2018
404,330,5218,Excelium,Hybrid,Active,20/5/2018,12/12/2018,Certified,Best 0-100 mph,This is a note,3/27/2018,5/7/2018
405,128,8575,Premium,Residential,Active,19/6/2018,17/4/2018,Certified,This in an interesting information,Not an interesting note,7/4/2018,4/23/2018
406,166,4918,Standard,Corporate,Active,7/3/2019,11/1/2019,Certified,This in an interesting information,Useless note,12/12/2018,1/18/2019
407,243,5007,Excelium,Commercial,Active,31/7/2018,10/2/2019,Certified,This in an interesting information,This is a note,3/31/2018,10/24/2018
408,478,6719,Premium,Hybrid,Active,9/1/2019,17/10/2018,Certified,Best 0-100 mph,Not an interesting note,4/6/2018,5/3/2018
409,391,6605,Standard,Residential,Active,15/12/2018,7/4/2018,Certified,Nice music,Long note,3/22/2018,4/29/2018
410,481,6566,Standard,Corporate,Active,1/1/2019,27/1/2019,Certified,This in an interesting information,Not an interesting note,4/19/2018,12/2/2018
411,435,5551,Premium,Commercial,Active,20/9/2018,19/8/2018,Certified,This in an interesting information,Not an interesting note,7/24/2018,4/11/2018
412,443,5954,Excelium,Hybrid,Active,3/11/2018,11/5/2018,Certified,Best 0-100 mph,Long note,1/20/2019,12/30/2018
413,312,4835,Standard,Residential,Active,1/12/2018,11/3/2019,Certified,Shinny elevator,Not an interesting note,8/1/2018,7/20/2018
414,71,7376,Standard,Corporate,Active,16/10/2018,8/1/2019,Certified,Nice music,Long note,8/5/2018,1/12/2019
415,378,8334,Standard,Commercial,Active,9/7/2018,4/4/2018,Certified,Look at me,Useless note,6/2/2018,8/8/2018
416,142,8364,Excelium,Hybrid,Active,19/9/2018,4/10/2018,Certified,Nice music,Not an interesting note,7/17/2018,6/24/2018
417,392,8875,Excelium,Residential,Active,4/10/2018,26/7/2018,Certified,Nice music,Useless note,10/18/2018,9/23/2018
418,302,6803,Standard,Corporate,Active,5/3/2019,17/7/2018,Certified,Shinny elevator,Useless note,4/11/2018,9/11/2018
419,105,8501,Excelium,Commercial,Active,14/8/2018,5/1/2019,Certified,Look at me,Useless note,6/10/2018,11/29/2018
420,271,6778,Premium,Hybrid,Active,7/8/2018,17/5/2018,Certified,Shinny elevator,Not an interesting note,6/20/2018,7/12/2018
421,137,1526,Premium,Residential,Active,10/5/2018,14/5/2018,Certified,Look at me,Useless note,5/27/2018,9/28/2018
422,278,4444,Excelium,Corporate,Active,11/11/2018,7/5/2018,Certified,Nice music,Long note,11/25/2018,7/25/2018
423,430,2434,Excelium,Commercial,Active,17/6/2018,13/5/2018,Certified,Look at me,Useless note,3/24/2018,7/21/2018
424,497,3228,Standard,Hybrid,Active,25/3/2018,17/1/2019,Certified,Nice music,Long note,3/11/2019,7/14/2018
425,272,7333,Excelium,Residential,Active,11/11/2018,16/1/2019,Certified,Nice music,Long note,3/3/2019,1/1/2019
426,352,9871,Excelium,Corporate,Active,17/4/2018,25/1/2019,Certified,Look at me,This is a note,5/14/2018,7/8/2018
427,308,8430,Standard,Commercial,Active,23/12/2018,12/11/2018,Certified,Best 0-100 mph,Useless note,7/13/2018,11/13/2018
428,277,3407,Excelium,Hybrid,Active,1/1/2019,4/6/2018,Certified,Shinny elevator,Useless note,12/13/2018,1/8/2019
429,493,5780,Excelium,Residential,Active,6/8/2018,23/1/2019,Certified,Best 0-100 mph,Long note,11/15/2018,3/5/2019
430,268,2536,Premium,Corporate,Active,13/7/2018,18/1/2019,Certified,Nice music,Useless note,1/26/2019,3/9/2019
431,367,5537,Excelium,Commercial,Active,14/2/2019,1/5/2018,Certified,Shinny elevator,Useless note,10/19/2018,8/23/2018
432,314,7165,Premium,Hybrid,Active,23/8/2018,14/10/2018,Certified,Nice music,Not an interesting note,4/28/2018,12/27/2018
433,191,2196,Standard,Residential,Active,22/12/2018,25/10/2018,Certified,Shinny elevator,Not an interesting note,1/8/2019,3/12/2019
